"location","sex","year","age","val"
"Global","Female",1990,"0 to 4",300400661.818407
"Global","Female",1990,"5 to 9",283828480.207982
"Global","Female",1990,"10 to 14",261430397.710555
"Global","Female",1990,"15 to 19",255538840.563013
"Global","Female",1990,"20 to 24",244134971.670003
"Global","Female",1990,"25 to 29",220099575.447118
"Global","Female",1990,"30 to 34",190109042.662226
"Global","Female",1990,"35 to 39",173453308.615234
"Global","Female",1990,"40 to 44",140225457.744766
"Global","Female",1990,"45 to 49",113800671.303501
"Global","Female",1990,"50 to 54",104916807.617186
"Global","Female",1990,"55 to 59",92311924.0975972
"Global","Female",1990,"60 to 64",82063127.9967134
"Global","Female",1990,"65 to 69",66278240.944391
"Global","Female",1990,"70 to 74",47042641.9518782
"Global","Female",1990,"75 to 79",36322683.2439612
"Global","Female",1990,"80 to 84",22092487.5604767
"Global","Female",1990,"85 to 89",10047011.8213412
"Global","Female",1990,"90 to 94",3026226.97545849
"Global","Female",1990,"95 plus",757855.313962718
"Global","Female",1991,"0 to 4",300866435.740574
"Global","Female",1991,"5 to 9",288088888.806671
"Global","Female",1991,"10 to 14",264336193.594085
"Global","Female",1991,"15 to 19",255282690.312514
"Global","Female",1991,"20 to 24",246182066.450453
"Global","Female",1991,"25 to 29",226509775.280176
"Global","Female",1991,"30 to 34",192793030.29586
"Global","Female",1991,"35 to 39",177659419.794233
"Global","Female",1991,"40 to 44",147209833.19126
"Global","Female",1991,"45 to 49",115347463.802912
"Global","Female",1991,"50 to 54",106063430.014666
"Global","Female",1991,"55 to 59",93688766.3941228
"Global","Female",1991,"60 to 64",83453163.5600383
"Global","Female",1991,"65 to 69",68111706.389586
"Global","Female",1991,"70 to 74",48708770.4532182
"Global","Female",1991,"75 to 79",36335465.6428399
"Global","Female",1991,"80 to 84",22789538.1661567
"Global","Female",1991,"85 to 89",10491342.3215577
"Global","Female",1991,"90 to 94",3237073.39600782
"Global","Female",1991,"95 plus",788596.366806414
"Global","Female",1992,"0 to 4",300625202.73125
"Global","Female",1992,"5 to 9",291995216.948953
"Global","Female",1992,"10 to 14",267807208.001711
"Global","Female",1992,"15 to 19",254918346.585744
"Global","Female",1992,"20 to 24",247825910.628404
"Global","Female",1992,"25 to 29",231894395.785071
"Global","Female",1992,"30 to 34",197087257.819096
"Global","Female",1992,"35 to 39",181112762.707759
"Global","Female",1992,"40 to 44",152307810.382761
"Global","Female",1992,"45 to 49",119342728.488529
"Global","Female",1992,"50 to 54",106778213.811872
"Global","Female",1992,"55 to 59",95442715.2344446
"Global","Female",1992,"60 to 64",84484614.4617236
"Global","Female",1992,"65 to 69",69873911.2699163
"Global","Female",1992,"70 to 74",50748159.3632535
"Global","Female",1992,"75 to 79",36190514.454745
"Global","Female",1992,"80 to 84",23399782.2159074
"Global","Female",1992,"85 to 89",10984108.8899993
"Global","Female",1992,"90 to 94",3422956.2047227
"Global","Female",1992,"95 plus",824308.623395196
"Global","Female",1993,"0 to 4",299797881.816485
"Global","Female",1993,"5 to 9",295090674.460952
"Global","Female",1993,"10 to 14",271848553.813147
"Global","Female",1993,"15 to 19",254960732.682422
"Global","Female",1993,"20 to 24",249208495.136778
"Global","Female",1993,"25 to 29",235583597.873608
"Global","Female",1993,"30 to 34",203421245.963309
"Global","Female",1993,"35 to 39",183447868.420725
"Global","Female",1993,"40 to 44",157960728.921775
"Global","Female",1993,"45 to 49",123731814.184859
"Global","Female",1993,"50 to 54",107168147.051873
"Global","Female",1993,"55 to 59",97114567.285308
"Global","Female",1993,"60 to 64",85462532.9500481
"Global","Female",1993,"65 to 69",71526968.1090217
"Global","Female",1993,"70 to 74",53020202.7944463
"Global","Female",1993,"75 to 79",35960226.1190966
"Global","Female",1993,"80 to 84",24057463.3378917
"Global","Female",1993,"85 to 89",11400596.3412152
"Global","Female",1993,"90 to 94",3636867.98897402
"Global","Female",1993,"95 plus",859848.096508916
"Global","Female",1994,"0 to 4",298433237.312805
"Global","Female",1994,"5 to 9",297047393.775118
"Global","Female",1994,"10 to 14",276298200.493954
"Global","Female",1994,"15 to 19",255882902.046619
"Global","Female",1994,"20 to 24",250181610.898552
"Global","Female",1994,"25 to 29",238160431.563007
"Global","Female",1994,"30 to 34",210670173.077189
"Global","Female",1994,"35 to 39",185038818.862622
"Global","Female",1994,"40 to 44",162521985.737612
"Global","Female",1994,"45 to 49",129884228.091771
"Global","Female",1994,"50 to 54",107651138.294536
"Global","Female",1994,"55 to 59",98585396.7873689
"Global","Female",1994,"60 to 64",86302130.289626
"Global","Female",1994,"65 to 69",73130429.6214879
"Global","Female",1994,"70 to 74",55095723.9600932
"Global","Female",1994,"75 to 79",36175149.5318248
"Global","Female",1994,"80 to 84",24574452.7363707
"Global","Female",1994,"85 to 89",11815839.6066528
"Global","Female",1994,"90 to 94",3852433.99138139
"Global","Female",1994,"95 plus",899705.822969266
"Global","Female",1995,"0 to 4",296831873.407929
"Global","Female",1995,"5 to 9",297836858.930088
"Global","Female",1995,"10 to 14",281119181.923592
"Global","Female",1995,"15 to 19",257878940.214256
"Global","Female",1995,"20 to 24",250768571.482117
"Global","Female",1995,"25 to 29",240205483.371079
"Global","Female",1995,"30 to 34",217798949.045581
"Global","Female",1995,"35 to 39",186643823.790669
"Global","Female",1995,"40 to 44",168689788.123829
"Global","Female",1995,"45 to 49",135085266.640316
"Global","Female",1995,"50 to 54",107905320.592917
"Global","Female",1995,"55 to 59",99992228.2617129
"Global","Female",1995,"60 to 64",87341964.7900775
"Global","Female",1995,"65 to 69",74467543.445902
"Global","Female",1995,"70 to 74",56930414.501701
"Global","Female",1995,"75 to 79",37005879.9014308
"Global","Female",1995,"80 to 84",24939640.6104625
"Global","Female",1995,"85 to 89",12190792.6047882
"Global","Female",1995,"90 to 94",4060817.21452302
"Global","Female",1995,"95 plus",949713.887385813
"Global","Female",1996,"0 to 4",295600197.42345
"Global","Female",1996,"5 to 9",297472771.098329
"Global","Female",1996,"10 to 14",286416019.392286
"Global","Female",1996,"15 to 19",260703512.23245
"Global","Female",1996,"20 to 24",250941648.032112
"Global","Female",1996,"25 to 29",242374947.975387
"Global","Female",1996,"30 to 34",224065507.236703
"Global","Female",1996,"35 to 39",189350583.099715
"Global","Female",1996,"40 to 44",172388474.891559
"Global","Female",1996,"45 to 49",141703346.286106
"Global","Female",1996,"50 to 54",109322826.542842
"Global","Female",1996,"55 to 59",100954972.615897
"Global","Female",1996,"60 to 64",88740402.6898348
"Global","Female",1996,"65 to 69",75736346.1013954
"Global","Female",1996,"70 to 74",58562913.046768
"Global","Female",1996,"75 to 79",38435445.5977809
"Global","Female",1996,"80 to 84",24966760.8884466
"Global","Female",1996,"85 to 89",12601631.9268285
"Global","Female",1996,"90 to 94",4256515.51054741
"Global","Female",1996,"95 plus",1014289.70894561
"Global","Female",1997,"0 to 4",294771186.739067
"Global","Female",1997,"5 to 9",296234764.358006
"Global","Female",1997,"10 to 14",291663108.708671
"Global","Female",1997,"15 to 19",264178206.676854
"Global","Female",1997,"20 to 24",250967939.890482
"Global","Female",1997,"25 to 29",244363136.311456
"Global","Female",1997,"30 to 34",229317824.529375
"Global","Female",1997,"35 to 39",193744468.705307
"Global","Female",1997,"40 to 44",175437845.687289
"Global","Female",1997,"45 to 49",146473477.619654
"Global","Female",1997,"50 to 54",113264132.670917
"Global","Female",1997,"55 to 59",101510866.838313
"Global","Female",1997,"60 to 64",90544004.3064508
"Global","Female",1997,"65 to 69",76703275.8337929
"Global","Female",1997,"70 to 74",60160525.9640654
"Global","Female",1997,"75 to 79",40182881.3819185
"Global","Female",1997,"80 to 84",24911254.7208823
"Global","Female",1997,"85 to 89",12996242.3604383
"Global","Female",1997,"90 to 94",4480929.25695547
"Global","Female",1997,"95 plus",1073634.88141395
"Global","Female",1998,"0 to 4",294201240.597634
"Global","Female",1998,"5 to 9",294396963.787723
"Global","Female",1998,"10 to 14",296190519.195007
"Global","Female",1998,"15 to 19",268339845.174419
"Global","Female",1998,"20 to 24",251387410.33596
"Global","Female",1998,"25 to 29",246236264.779473
"Global","Female",1998,"30 to 34",232950894.519854
"Global","Female",1998,"35 to 39",200195665.240026
"Global","Female",1998,"40 to 44",177510031.285896
"Global","Female",1998,"45 to 49",151820929.604979
"Global","Female",1998,"50 to 54",117627052.717777
"Global","Female",1998,"55 to 59",101801735.710246
"Global","Female",1998,"60 to 64",92289847.7670005
"Global","Female",1998,"65 to 69",77642750.3571032
"Global","Female",1998,"70 to 74",61684919.2556753
"Global","Female",1998,"75 to 79",42127395.7466085
"Global","Female",1998,"80 to 84",24849903.2725825
"Global","Female",1998,"85 to 89",13442072.2999728
"Global","Female",1998,"90 to 94",4689691.10921344
"Global","Female",1998,"95 plus",1145095.48840906
"Global","Female",1999,"0 to 4",293881583.96006
"Global","Female",1999,"5 to 9",292255854.436653
"Global","Female",1999,"10 to 14",299546790.314025
"Global","Female",1999,"15 to 19",273140293.969514
"Global","Female",1999,"20 to 24",252708047.294247
"Global","Female",1999,"25 to 29",247789978.32806
"Global","Female",1999,"30 to 34",235594500.801521
"Global","Female",1999,"35 to 39",207593882.749688
"Global","Female",1999,"40 to 44",178992862.626888
"Global","Female",1999,"45 to 49",156150700.273001
"Global","Female",1999,"50 to 54",123791414.782553
"Global","Female",1999,"55 to 59",102266562.430564
"Global","Female",1999,"60 to 64",93858297.218313
"Global","Female",1999,"65 to 69",78508746.0296289
"Global","Female",1999,"70 to 74",63191976.6305248
"Global","Female",1999,"75 to 79",43928472.9118073
"Global","Female",1999,"80 to 84",25140903.5417549
"Global","Female",1999,"85 to 89",13825356.2562773
"Global","Female",1999,"90 to 94",4903549.56443505
"Global","Female",1999,"95 plus",1220618.97503975
"Global","Female",2000,"0 to 4",293880438.082941
"Global","Female",2000,"5 to 9",290170145.754601
"Global","Female",2000,"10 to 14",301446395.509389
"Global","Female",2000,"15 to 19",278582432.594538
"Global","Female",2000,"20 to 24",255044613.583393
"Global","Female",2000,"25 to 29",248842067.171657
"Global","Female",2000,"30 to 34",237788136.985219
"Global","Female",2000,"35 to 39",214883257.193614
"Global","Female",2000,"40 to 44",180611286.223644
"Global","Female",2000,"45 to 49",162142339.902858
"Global","Female",2000,"50 to 54",129094351.851517
"Global","Female",2000,"55 to 59",102609918.638048
"Global","Female",2000,"60 to 64",95366949.1826625
"Global","Female",2000,"65 to 69",79623736.1598506
"Global","Female",2000,"70 to 74",64501251.7900382
"Global","Female",2000,"75 to 79",45533334.7057088
"Global","Female",2000,"80 to 84",25934065.4953694
"Global","Female",2000,"85 to 89",14123720.8963443
"Global","Female",2000,"90 to 94",5106904.91260331
"Global","Female",2000,"95 plus",1303663.48956172
"Global","Female",2001,"0 to 4",294233993.113317
"Global","Female",2001,"5 to 9",288801046.635197
"Global","Female",2001,"10 to 14",301592714.232414
"Global","Female",2001,"15 to 19",284778058.221691
"Global","Female",2001,"20 to 24",258082744.390823
"Global","Female",2001,"25 to 29",249259264.522736
"Global","Female",2001,"30 to 34",240179877.969237
"Global","Female",2001,"35 to 39",221228100.227214
"Global","Female",2001,"40 to 44",183382030.458765
"Global","Female",2001,"45 to 49",165897255.488857
"Global","Female",2001,"50 to 54",135725814.008749
"Global","Female",2001,"55 to 59",104158935.246407
"Global","Female",2001,"60 to 64",96447923.5809703
"Global","Female",2001,"65 to 69",81101745.6779003
"Global","Female",2001,"70 to 74",65766930.1589966
"Global","Female",2001,"75 to 79",46969163.0388897
"Global","Female",2001,"80 to 84",27157810.3426205
"Global","Female",2001,"85 to 89",14240719.4432197
"Global","Female",2001,"90 to 94",5324657.24961274
"Global","Female",2001,"95 plus",1391575.33093703
"Global","Female",2002,"0 to 4",295060978.748852
"Global","Female",2002,"5 to 9",288114778.695562
"Global","Female",2002,"10 to 14",300508673.004852
"Global","Female",2002,"15 to 19",291076808.3803
"Global","Female",2002,"20 to 24",261776062.098403
"Global","Female",2002,"25 to 29",249433003.872987
"Global","Female",2002,"30 to 34",242407248.083411
"Global","Female",2002,"35 to 39",226536814.591795
"Global","Female",2002,"40 to 44",187837320.050425
"Global","Female",2002,"45 to 49",169081609.327698
"Global","Female",2002,"50 to 54",140577034.042436
"Global","Female",2002,"55 to 59",108279865.274127
"Global","Female",2002,"60 to 64",97122277.9038328
"Global","Female",2002,"65 to 69",82949512.8098726
"Global","Female",2002,"70 to 74",66758344.8817388
"Global","Female",2002,"75 to 79",48373962.641944
"Global","Female",2002,"80 to 84",28564347.3929247
"Global","Female",2002,"85 to 89",14293054.9763316
"Global","Female",2002,"90 to 94",5524710.62969815
"Global","Female",2002,"95 plus",1484959.98933787
"Global","Female",2003,"0 to 4",296421971.86295
"Global","Female",2003,"5 to 9",287846029.611197
"Global","Female",2003,"10 to 14",298676856.194445
"Global","Female",2003,"15 to 19",296697500.913794
"Global","Female",2003,"20 to 24",266213513.245261
"Global","Female",2003,"25 to 29",249939239.565267
"Global","Female",2003,"30 to 34",244495812.88415
"Global","Female",2003,"35 to 39",230259080.473122
"Global","Female",2003,"40 to 44",194321113.032439
"Global","Female",2003,"45 to 49",171374103.926908
"Global","Female",2003,"50 to 54",146039276.342669
"Global","Female",2003,"55 to 59",112859334.813113
"Global","Female",2003,"60 to 64",97582892.5690915
"Global","Female",2003,"65 to 69",84742550.3510158
"Global","Female",2003,"70 to 74",67729509.8579385
"Global","Female",2003,"75 to 79",49744446.6411983
"Global","Female",2003,"80 to 84",30062343.958041
"Global","Female",2003,"85 to 89",14341784.6984094
"Global","Female",2003,"90 to 94",5738966.17531877
"Global","Female",2003,"95 plus",1572728.31438969
"Global","Female",2004,"0 to 4",298219809.734709
"Global","Female",2004,"5 to 9",287872238.398244
"Global","Female",2004,"10 to 14",296479346.203311
"Global","Female",2004,"15 to 19",301077770.716983
"Global","Female",2004,"20 to 24",271389495.363732
"Global","Female",2004,"25 to 29",251342360.598606
"Global","Female",2004,"30 to 34",246229680.586652
"Global","Female",2004,"35 to 39",233030988.427506
"Global","Female",2004,"40 to 44",201767051.313561
"Global","Female",2004,"45 to 49",173118676.866214
"Global","Female",2004,"50 to 54",150547793.488602
"Global","Female",2004,"55 to 59",119220622.080061
"Global","Female",2004,"60 to 64",98264178.5619534
"Global","Female",2004,"65 to 69",86364822.8375112
"Global","Female",2004,"70 to 74",68671349.0976375
"Global","Female",2004,"75 to 79",51130612.8029673
"Global","Female",2004,"80 to 84",31462068.7895665
"Global","Female",2004,"85 to 89",14607237.216982
"Global","Female",2004,"90 to 94",5940310.52064209
"Global","Female",2004,"95 plus",1664807.80707434
"Global","Female",2005,"0 to 4",300416241.070167
"Global","Female",2005,"5 to 9",288247651.176215
"Global","Female",2005,"10 to 14",294295681.910804
"Global","Female",2005,"15 to 19",303813214.793706
"Global","Female",2005,"20 to 24",277325066.972425
"Global","Female",2005,"25 to 29",253809034.560974
"Global","Female",2005,"30 to 34",247433676.564479
"Global","Female",2005,"35 to 39",235358515.873647
"Global","Female",2005,"40 to 44",209134349.654945
"Global","Female",2005,"45 to 49",174976151.428955
"Global","Female",2005,"50 to 54",156711011.115271
"Global","Female",2005,"55 to 59",124723274.673591
"Global","Female",2005,"60 to 64",98874475.066182
"Global","Female",2005,"65 to 69",87922744.7157143
"Global","Female",2005,"70 to 74",69855130.1566673
"Global","Female",2005,"75 to 79",52357766.106917
"Global","Female",2005,"80 to 84",32739769.1905789
"Global","Female",2005,"85 to 89",15209100.7626458
"Global","Female",2005,"90 to 94",6111474.77397133
"Global","Female",2005,"95 plus",1758441.86468156
"Global","Female",2006,"0 to 4",303147127.812881
"Global","Female",2006,"5 to 9",288957835.050121
"Global","Female",2006,"10 to 14",292791920.743737
"Global","Female",2006,"15 to 19",304554166.127502
"Global","Female",2006,"20 to 24",284089642.360945
"Global","Female",2006,"25 to 29",257002244.368481
"Global","Female",2006,"30 to 34",248010786.501682
"Global","Female",2006,"35 to 39",237870173.282648
"Global","Female",2006,"40 to 44",215567066.247003
"Global","Female",2006,"45 to 49",177928010.017847
"Global","Female",2006,"50 to 54",160717241.623641
"Global","Female",2006,"55 to 59",131474884.19842
"Global","Female",2006,"60 to 64",100636842.664467
"Global","Female",2006,"65 to 69",89109089.3427886
"Global","Female",2006,"70 to 74",71375019.8454778
"Global","Female",2006,"75 to 79",53572971.1531681
"Global","Female",2006,"80 to 84",33923564.9794231
"Global","Female",2006,"85 to 89",16076403.2801838
"Global","Female",2006,"90 to 94",6219885.65830007
"Global","Female",2006,"95 plus",1856880.45666375
"Global","Female",2007,"0 to 4",306373404.459118
"Global","Female",2007,"5 to 9",290056892.366957
"Global","Female",2007,"10 to 14",291934087.626231
"Global","Female",2007,"15 to 19",303796320.196206
"Global","Female",2007,"20 to 24",290940558.911079
"Global","Female",2007,"25 to 29",260857125.736802
"Global","Female",2007,"30 to 34",248312803.037135
"Global","Female",2007,"35 to 39",240183585.551844
"Global","Female",2007,"40 to 44",221010031.566723
"Global","Female",2007,"45 to 49",182522160.861923
"Global","Female",2007,"50 to 54",164138850.12596
"Global","Female",2007,"55 to 59",136422671.528684
"Global","Female",2007,"60 to 64",104955538.969474
"Global","Female",2007,"65 to 69",89936099.8397994
"Global","Female",2007,"70 to 74",73242347.7637379
"Global","Female",2007,"75 to 79",54604575.6692826
"Global","Female",2007,"80 to 84",35118039.8181896
"Global","Female",2007,"85 to 89",17068659.6307327
"Global","Female",2007,"90 to 94",6312394.80910521
"Global","Female",2007,"95 plus",1955605.42077187
"Global","Female",2008,"0 to 4",309975617.124865
"Global","Female",2008,"5 to 9",291673340.468249
"Global","Female",2008,"10 to 14",291475616.263936
"Global","Female",2008,"15 to 19",302074171.111472
"Global","Female",2008,"20 to 24",297131026.615134
"Global","Female",2008,"25 to 29",265532383.488529
"Global","Female",2008,"30 to 34",248960650.844106
"Global","Female",2008,"35 to 39",242358364.213464
"Global","Female",2008,"40 to 44",224896814.670172
"Global","Female",2008,"45 to 49",189128121.264134
"Global","Female",2008,"50 to 54",166660619.146179
"Global","Female",2008,"55 to 59",141954931.618994
"Global","Female",2008,"60 to 64",109679047.36843
"Global","Female",2008,"65 to 69",90593905.2447953
"Global","Female",2008,"70 to 74",75076007.5330329
"Global","Female",2008,"75 to 79",55630730.5072685
"Global","Female",2008,"80 to 84",36291821.3280576
"Global","Female",2008,"85 to 89",18107065.1367038
"Global","Female",2008,"90 to 94",6417684.07717243
"Global","Female",2008,"95 plus",2059410.7059688
"Global","Female",2009,"0 to 4",313669488.776275
"Global","Female",2009,"5 to 9",293861006.334866
"Global","Female",2009,"10 to 14",291350260.756052
"Global","Female",2009,"15 to 19",299842546.119252
"Global","Female",2009,"20 to 24",302010853.674973
"Global","Female",2009,"25 to 29",270939950.119988
"Global","Female",2009,"30 to 34",250515297.794972
"Global","Female",2009,"35 to 39",244178989.829078
"Global","Female",2009,"40 to 44",227816545.959259
"Global","Female",2009,"45 to 49",196678939.765178
"Global","Female",2009,"50 to 54",168609601.721511
"Global","Female",2009,"55 to 59",146557133.456522
"Global","Female",2009,"60 to 64",116096658.101467
"Global","Female",2009,"65 to 69",91466955.3538904
"Global","Female",2009,"70 to 74",76749277.3709922
"Global","Female",2009,"75 to 79",56652820.0672545
"Global","Female",2009,"80 to 84",37460964.3813028
"Global","Female",2009,"85 to 89",19093984.6901677
"Global","Female",2009,"90 to 94",6634628.2428195
"Global","Female",2009,"95 plus",2167510.53637021
"Global","Female",2010,"0 to 4",316769540.855197
"Global","Female",2010,"5 to 9",296514153.408135
"Global","Female",2010,"10 to 14",291575718.812785
"Global","Female",2010,"15 to 19",297438174.384252
"Global","Female",2010,"20 to 24",304836151.666225
"Global","Female",2010,"25 to 29",276869140.957485
"Global","Female",2010,"30 to 34",253007455.129405
"Global","Female",2010,"35 to 39",245370177.605214
"Global","Female",2010,"40 to 44",230222710.333638
"Global","Female",2010,"45 to 49",204114448.109433
"Global","Female",2010,"50 to 54",170621743.656888
"Global","Female",2010,"55 to 59",152779955.994748
"Global","Female",2010,"60 to 64",121611453.538935
"Global","Female",2010,"65 to 69",92255426.038756
"Global","Female",2010,"70 to 74",78361598.2798056
"Global","Female",2010,"75 to 79",57892890.473015
"Global","Female",2010,"80 to 84",38513450.0080942
"Global","Female",2010,"85 to 89",20003744.4083613
"Global","Female",2010,"90 to 94",7041592.86020058
"Global","Female",2010,"95 plus",2271712.51416223
"Global","Female",2011,"0 to 4",318985194.408207
"Global","Female",2011,"5 to 9",299796776.514797
"Global","Female",2011,"10 to 14",292099089.88774
"Global","Female",2011,"15 to 19",295599915.782413
"Global","Female",2011,"20 to 24",305258145.072239
"Global","Female",2011,"25 to 29",283437066.822225
"Global","Female",2011,"30 to 34",256053231.703536
"Global","Female",2011,"35 to 39",245832786.93871
"Global","Female",2011,"40 to 44",232759625.728342
"Global","Female",2011,"45 to 49",210567502.196319
"Global","Female",2011,"50 to 54",173659898.255398
"Global","Female",2011,"55 to 59",156819517.375374
"Global","Female",2011,"60 to 64",128340177.012984
"Global","Female",2011,"65 to 69",94098387.3572208
"Global","Female",2011,"70 to 74",79639145.9524321
"Global","Female",2011,"75 to 79",59398011.7913019
"Global","Female",2011,"80 to 84",39559089.0134642
"Global","Female",2011,"85 to 89",20827801.3611943
"Global","Female",2011,"90 to 94",7546617.16146723
"Global","Female",2011,"95 plus",2357070.76621877
"Global","Female",2012,"0 to 4",320896692.900676
"Global","Female",2012,"5 to 9",303769415.775408
"Global","Female",2012,"10 to 14",293036412.951575
"Global","Female",2012,"15 to 19",294493946.629215
"Global","Female",2012,"20 to 24",304066297.044949
"Global","Female",2012,"25 to 29",290012802.771857
"Global","Female",2012,"30 to 34",259725038.270141
"Global","Female",2012,"35 to 39",246021002.482872
"Global","Female",2012,"40 to 44",235078287.622759
"Global","Female",2012,"45 to 49",216045369.375912
"Global","Female",2012,"50 to 54",178282794.180254
"Global","Female",2012,"55 to 59",160244155.483669
"Global","Female",2012,"60 to 64",133240047.775034
"Global","Female",2012,"65 to 69",98387097.3079397
"Global","Female",2012,"70 to 74",80554931.512058
"Global","Female",2012,"75 to 79",61176338.8628465
"Global","Female",2012,"80 to 84",40458663.2837148
"Global","Female",2012,"85 to 89",21654902.6390355
"Global","Female",2012,"90 to 94",8083938.30850825
"Global","Female",2012,"95 plus",2435179.38280545
"Global","Female",2013,"0 to 4",322715668.194544
"Global","Female",2013,"5 to 9",308187354.510085
"Global","Female",2013,"10 to 14",294520227.429079
"Global","Female",2013,"15 to 19",293840690.376429
"Global","Female",2013,"20 to 24",301860781.98837
"Global","Female",2013,"25 to 29",295710916.439912
"Global","Female",2013,"30 to 34",264111609.140743
"Global","Female",2013,"35 to 39",246507943.680434
"Global","Female",2013,"40 to 44",237215397.204832
"Global","Female",2013,"45 to 49",219951744.818898
"Global","Female",2013,"50 to 54",184866419.011033
"Global","Female",2013,"55 to 59",162743898.985155
"Global","Female",2013,"60 to 64",138665595.973586
"Global","Female",2013,"65 to 69",102998375.045238
"Global","Female",2013,"70 to 74",81317747.8567093
"Global","Female",2013,"75 to 79",62927282.8310156
"Global","Female",2013,"80 to 84",41381812.5314399
"Global","Female",2013,"85 to 89",22476009.6755267
"Global","Female",2013,"90 to 94",8616419.45682448
"Global","Female",2013,"95 plus",2516289.29667488
"Global","Female",2014,"0 to 4",324367043.7313
"Global","Female",2014,"5 to 9",312632000.929512
"Global","Female",2014,"10 to 14",296577347.889
"Global","Female",2014,"15 to 19",293499767.376957
"Global","Female",2014,"20 to 24",299170621.568776
"Global","Female",2014,"25 to 29",299879272.80457
"Global","Female",2014,"30 to 34",269135001.414678
"Global","Female",2014,"35 to 39",247851827.492483
"Global","Female",2014,"40 to 44",238947999.632004
"Global","Female",2014,"45 to 49",222855660.98454
"Global","Female",2014,"50 to 54",192339969.343686
"Global","Female",2014,"55 to 59",164647802.958028
"Global","Female",2014,"60 to 64",143150475.851361
"Global","Female",2014,"65 to 69",109213397.433134
"Global","Female",2014,"70 to 74",82293888.890307
"Global","Female",2014,"75 to 79",64514039.6150225
"Global","Female",2014,"80 to 84",42317914.0943241
"Global","Female",2014,"85 to 89",23288568.5807421
"Global","Female",2014,"90 to 94",9105610.52599002
"Global","Female",2014,"95 plus",2624703.59737606
"Global","Female",2015,"0 to 4",326383635.145486
"Global","Female",2015,"5 to 9",316494261.79756
"Global","Female",2015,"10 to 14",299177126.983042
"Global","Female",2015,"15 to 19",293551660.362849
"Global","Female",2015,"20 to 24",296537365.299227
"Global","Female",2015,"25 to 29",302092635.817295
"Global","Female",2015,"30 to 34",274801391.339999
"Global","Female",2015,"35 to 39",250228437.657229
"Global","Female",2015,"40 to 44",240090161.477015
"Global","Female",2015,"45 to 49",225267653.556349
"Global","Female",2015,"50 to 54",199682009.072174
"Global","Female",2015,"55 to 59",166605532.083734
"Global","Female",2015,"60 to 64",149161458.910593
"Global","Female",2015,"65 to 69",114512896.192936
"Global","Female",2015,"70 to 74",83180192.5994478
"Global","Female",2015,"75 to 79",66045657.8873552
"Global","Female",2015,"80 to 84",43425586.0013892
"Global","Female",2015,"85 to 89",24032995.5892988
"Global","Female",2015,"90 to 94",9563419.57309467
"Global","Female",2015,"95 plus",2796640.91401831
"Global","Female",2016,"0 to 4",328727820.546501
"Global","Female",2016,"5 to 9",319480880.185943
"Global","Female",2016,"10 to 14",302518468.15684
"Global","Female",2016,"15 to 19",293889801.493428
"Global","Female",2016,"20 to 24",294700332.224346
"Global","Female",2016,"25 to 29",302044494.499374
"Global","Female",2016,"30 to 34",281185810.093299
"Global","Female",2016,"35 to 39",253229413.711685
"Global","Female",2016,"40 to 44",240556506.288579
"Global","Female",2016,"45 to 49",227858065.909878
"Global","Female",2016,"50 to 54",206036165.221411
"Global","Female",2016,"55 to 59",169575009.936456
"Global","Female",2016,"60 to 64",153005067.944133
"Global","Female",2016,"65 to 69",120977669.743198
"Global","Female",2016,"70 to 74",84994556.1810272
"Global","Female",2016,"75 to 79",67314803.2784908
"Global","Female",2016,"80 to 84",44740889.0540934
"Global","Female",2016,"85 to 89",24799589.4468737
"Global","Female",2016,"90 to 94",10001063.165812
"Global","Female",2016,"95 plus",2987111.62146841
"Global","Female",2017,"0 to 4",330111589.563259
"Global","Female",2017,"5 to 9",322117334.287116
"Global","Female",2017,"10 to 14",306605820.62811
"Global","Female",2017,"15 to 19",294608855.045866
"Global","Female",2017,"20 to 24",293664701.687493
"Global","Female",2017,"25 to 29",300424790.517131
"Global","Female",2017,"30 to 34",287514088.168822
"Global","Female",2017,"35 to 39",256816836.449153
"Global","Female",2017,"40 to 44",240760945.42423
"Global","Female",2017,"45 to 49",230208046.58106
"Global","Female",2017,"50 to 54",211426932.74595
"Global","Female",2017,"55 to 59",174079328.43809
"Global","Female",2017,"60 to 64",156228124.301652
"Global","Female",2017,"65 to 69",125672589.807371
"Global","Female",2017,"70 to 74",89073264.2457777
"Global","Female",2017,"75 to 79",68269806.2084232
"Global","Female",2017,"80 to 84",46250256.4602936
"Global","Female",2017,"85 to 89",25472527.849042
"Global","Female",2017,"90 to 94",10441748.3981026
"Global","Female",2017,"95 plus",3179975.23666688
"Global","Female",2018,"0 to 4",329756409.803939
"Global","Female",2018,"5 to 9",324652350.272525
"Global","Female",2018,"10 to 14",311177000.753904
"Global","Female",2018,"15 to 19",295890519.747928
"Global","Female",2018,"20 to 24",293133329.012352
"Global","Female",2018,"25 to 29",297923033.785868
"Global","Female",2018,"30 to 34",292960083.937998
"Global","Female",2018,"35 to 39",261096498.986229
"Global","Female",2018,"40 to 44",241267217.520871
"Global","Female",2018,"45 to 49",232367024.452745
"Global","Female",2018,"50 to 54",215271288.312034
"Global","Female",2018,"55 to 59",180496478.100417
"Global","Female",2018,"60 to 64",158527838.885133
"Global","Female",2018,"65 to 69",130825729.082752
"Global","Female",2018,"70 to 74",93396703.5109396
"Global","Female",2018,"75 to 79",69078845.1886178
