"location","sex","year","age","val"
"Zimbabwe","Female",2041,"0 to 4",1318258
"Zimbabwe","Female",2041,"5 to 9",1273439
"Zimbabwe","Female",2041,"10 to 14",1206320
"Zimbabwe","Female",2041,"15 to 19",1147974
"Zimbabwe","Female",2041,"20 to 24",1100884
"Zimbabwe","Female",2041,"25 to 29",1074695
"Zimbabwe","Female",2041,"30 to 34",952004
"Zimbabwe","Female",2041,"35 to 39",844393
"Zimbabwe","Female",2041,"40 to 44",732395
"Zimbabwe","Female",2041,"45 to 49",565602
"Zimbabwe","Female",2041,"50 to 54",501205
"Zimbabwe","Female",2041,"55 to 59",486231
"Zimbabwe","Female",2041,"60 to 64",336060
"Zimbabwe","Female",2041,"65 to 69",222744
"Zimbabwe","Female",2041,"70 to 74",132723
"Zimbabwe","Female",2041,"75 to 79",76258
"Zimbabwe","Female",2041,"80 to 84",51517
"Zimbabwe","Female",2041,"85 to 89",29907
"Zimbabwe","Female",2041,"90 to 94",10180
"Zimbabwe","Female",2041,"95 plus",2353
"Zimbabwe","Male",2022,"0 to 4",1166099
"Zimbabwe","Male",2022,"5 to 9",1120658
"Zimbabwe","Male",2022,"10 to 14",1029287
"Zimbabwe","Male",2022,"15 to 19",876753
"Zimbabwe","Male",2022,"20 to 24",773756
"Zimbabwe","Male",2022,"25 to 29",574173
"Zimbabwe","Male",2022,"30 to 34",454426
"Zimbabwe","Male",2022,"35 to 39",457281
"Zimbabwe","Male",2022,"40 to 44",378601
"Zimbabwe","Male",2022,"45 to 49",268571
"Zimbabwe","Male",2022,"50 to 54",173744
"Zimbabwe","Male",2022,"55 to 59",119768
"Zimbabwe","Male",2022,"60 to 64",97969
"Zimbabwe","Male",2022,"65 to 69",88834
"Zimbabwe","Male",2022,"70 to 74",65068
"Zimbabwe","Male",2022,"75 to 79",35608
"Zimbabwe","Male",2022,"80 to 84",16415
"Zimbabwe","Male",2022,"85 to 89",6090
"Zimbabwe","Male",2022,"90 to 94",2055
"Zimbabwe","Male",2022,"95 plus",446
"Zimbabwe","Male",2023,"0 to 4",1174272
"Zimbabwe","Male",2023,"5 to 9",1122223
"Zimbabwe","Male",2023,"10 to 14",1064584
"Zimbabwe","Male",2023,"15 to 19",890568
"Zimbabwe","Male",2023,"20 to 24",803053
"Zimbabwe","Male",2023,"25 to 29",605082
"Zimbabwe","Male",2023,"30 to 34",464917
"Zimbabwe","Male",2023,"35 to 39",449078
"Zimbabwe","Male",2023,"40 to 44",400661
"Zimbabwe","Male",2023,"45 to 49",283340
"Zimbabwe","Male",2023,"50 to 54",185268
"Zimbabwe","Male",2023,"55 to 59",124456
"Zimbabwe","Male",2023,"60 to 64",96415
"Zimbabwe","Male",2023,"65 to 69",86388
"Zimbabwe","Male",2023,"70 to 74",67395
"Zimbabwe","Male",2023,"75 to 79",36113
"Zimbabwe","Male",2023,"80 to 84",17041
"Zimbabwe","Male",2023,"85 to 89",6011
"Zimbabwe","Male",2023,"90 to 94",1945
"Zimbabwe","Male",2023,"95 plus",442
"Zimbabwe","Male",2024,"0 to 4",1181725
"Zimbabwe","Male",2024,"5 to 9",1125495
"Zimbabwe","Male",2024,"10 to 14",1090369
"Zimbabwe","Male",2024,"15 to 19",912510
"Zimbabwe","Male",2024,"20 to 24",825669
"Zimbabwe","Male",2024,"25 to 29",640388
"Zimbabwe","Male",2024,"30 to 34",481412
"Zimbabwe","Male",2024,"35 to 39",439661
"Zimbabwe","Male",2024,"40 to 44",421065
"Zimbabwe","Male",2024,"45 to 49",296885
"Zimbabwe","Male",2024,"50 to 54",198934
"Zimbabwe","Male",2024,"55 to 59",130608
"Zimbabwe","Male",2024,"60 to 64",96212
"Zimbabwe","Male",2024,"65 to 69",84400
"Zimbabwe","Male",2024,"70 to 74",68987
"Zimbabwe","Male",2024,"75 to 79",37667
"Zimbabwe","Male",2024,"80 to 84",17991
"Zimbabwe","Male",2024,"85 to 89",6231
"Zimbabwe","Male",2024,"90 to 94",1899
"Zimbabwe","Male",2024,"95 plus",453
"Zimbabwe","Male",2025,"0 to 4",1188598
"Zimbabwe","Male",2025,"5 to 9",1132032
"Zimbabwe","Male",2025,"10 to 14",1104964
"Zimbabwe","Male",2025,"15 to 19",942843
"Zimbabwe","Male",2025,"20 to 24",841571
"Zimbabwe","Male",2025,"25 to 29",679534
"Zimbabwe","Male",2025,"30 to 34",501945
"Zimbabwe","Male",2025,"35 to 39",432262
"Zimbabwe","Male",2025,"40 to 44",433904
"Zimbabwe","Male",2025,"45 to 49",312094
"Zimbabwe","Male",2025,"50 to 54",213968
"Zimbabwe","Male",2025,"55 to 59",137649
"Zimbabwe","Male",2025,"60 to 64",97169
"Zimbabwe","Male",2025,"65 to 69",82462
"Zimbabwe","Male",2025,"70 to 74",68943
"Zimbabwe","Male",2025,"75 to 79",40128
"Zimbabwe","Male",2025,"80 to 84",18933
"Zimbabwe","Male",2025,"85 to 89",6554
"Zimbabwe","Male",2025,"90 to 94",1865
"Zimbabwe","Male",2025,"95 plus",457
"Zimbabwe","Male",2026,"0 to 4",1195906
"Zimbabwe","Male",2026,"5 to 9",1140614
"Zimbabwe","Male",2026,"10 to 14",1111477
"Zimbabwe","Male",2026,"15 to 19",980398
"Zimbabwe","Male",2026,"20 to 24",851736
"Zimbabwe","Male",2026,"25 to 29",718575
"Zimbabwe","Male",2026,"30 to 34",526298
"Zimbabwe","Male",2026,"35 to 39",429807
"Zimbabwe","Male",2026,"40 to 44",436125
"Zimbabwe","Male",2026,"45 to 49",331477
"Zimbabwe","Male",2026,"50 to 54",229783
"Zimbabwe","Male",2026,"55 to 59",145620
"Zimbabwe","Male",2026,"60 to 64",99433
"Zimbabwe","Male",2026,"65 to 69",80791
"Zimbabwe","Male",2026,"70 to 74",68309
"Zimbabwe","Male",2026,"75 to 79",42425
"Zimbabwe","Male",2026,"80 to 84",19866
"Zimbabwe","Male",2026,"85 to 89",6913
"Zimbabwe","Male",2026,"90 to 94",1853
"Zimbabwe","Male",2026,"95 plus",455
"Zimbabwe","Male",2027,"0 to 4",1204400
"Zimbabwe","Male",2027,"5 to 9",1149516
"Zimbabwe","Male",2027,"10 to 14",1113779
"Zimbabwe","Male",2027,"15 to 19",1020185
"Zimbabwe","Male",2027,"20 to 24",860881
"Zimbabwe","Male",2027,"25 to 29",753245
"Zimbabwe","Male",2027,"30 to 34",554065
"Zimbabwe","Male",2027,"35 to 39",433976
"Zimbabwe","Male",2027,"40 to 44",431750
"Zimbabwe","Male",2027,"45 to 49",352650
"Zimbabwe","Male",2027,"50 to 54",245315
"Zimbabwe","Male",2027,"55 to 59",154869
"Zimbabwe","Male",2027,"60 to 64",102894
"Zimbabwe","Male",2027,"65 to 69",79516
"Zimbabwe","Male",2027,"70 to 74",67263
"Zimbabwe","Male",2027,"75 to 79",44522
"Zimbabwe","Male",2027,"80 to 84",20685
"Zimbabwe","Male",2027,"85 to 89",7294
"Zimbabwe","Male",2027,"90 to 94",1861
"Zimbabwe","Male",2027,"95 plus",450
"Zimbabwe","Male",2028,"0 to 4",1213592
"Zimbabwe","Male",2028,"5 to 9",1157764
"Zimbabwe","Male",2028,"10 to 14",1115372
"Zimbabwe","Male",2028,"15 to 19",1055292
"Zimbabwe","Male",2028,"20 to 24",874710
"Zimbabwe","Male",2028,"25 to 29",782194
"Zimbabwe","Male",2028,"30 to 34",584443
"Zimbabwe","Male",2028,"35 to 39",444488
"Zimbabwe","Male",2028,"40 to 44",424512
"Zimbabwe","Male",2028,"45 to 49",373918
"Zimbabwe","Male",2028,"50 to 54",259440
"Zimbabwe","Male",2028,"55 to 59",165719
"Zimbabwe","Male",2028,"60 to 64",107403
"Zimbabwe","Male",2028,"65 to 69",78749
"Zimbabwe","Male",2028,"70 to 74",65942
"Zimbabwe","Male",2028,"75 to 79",46503
"Zimbabwe","Male",2028,"80 to 84",21211
"Zimbabwe","Male",2028,"85 to 89",7715
"Zimbabwe","Male",2028,"90 to 94",1898
"Zimbabwe","Male",2028,"95 plus",442
"Zimbabwe","Male",2029,"0 to 4",1223508
"Zimbabwe","Male",2029,"5 to 9",1165187
"Zimbabwe","Male",2029,"10 to 14",1118656
"Zimbabwe","Male",2029,"15 to 19",1080936
"Zimbabwe","Male",2029,"20 to 24",896509
"Zimbabwe","Male",2029,"25 to 29",804514
"Zimbabwe","Male",2029,"30 to 34",618991
"Zimbabwe","Male",2029,"35 to 39",460601
"Zimbabwe","Male",2029,"40 to 44",415830
"Zimbabwe","Male",2029,"45 to 49",393240
"Zimbabwe","Male",2029,"50 to 54",272070
"Zimbabwe","Male",2029,"55 to 59",178143
"Zimbabwe","Male",2029,"60 to 64",112843
"Zimbabwe","Male",2029,"65 to 69",78683
"Zimbabwe","Male",2029,"70 to 74",64486
"Zimbabwe","Male",2029,"75 to 79",47586
"Zimbabwe","Male",2029,"80 to 84",22162
"Zimbabwe","Male",2029,"85 to 89",8152
"Zimbabwe","Male",2029,"90 to 94",1972
"Zimbabwe","Male",2029,"95 plus",433
"Zimbabwe","Male",2030,"0 to 4",1234829
"Zimbabwe","Male",2030,"5 to 9",1172042
"Zimbabwe","Male",2030,"10 to 14",1125190
"Zimbabwe","Male",2030,"15 to 19",1095476
"Zimbabwe","Male",2030,"20 to 24",926595
"Zimbabwe","Male",2030,"25 to 29",820266
"Zimbabwe","Male",2030,"30 to 34",657285
"Zimbabwe","Male",2030,"35 to 39",480592
"Zimbabwe","Male",2030,"40 to 44",409060
"Zimbabwe","Male",2030,"45 to 49",405462
"Zimbabwe","Male",2030,"50 to 54",286272
"Zimbabwe","Male",2030,"55 to 59",191803
"Zimbabwe","Male",2030,"60 to 64",119061
"Zimbabwe","Male",2030,"65 to 69",79574
"Zimbabwe","Male",2030,"70 to 74",63069
"Zimbabwe","Male",2030,"75 to 79",47577
"Zimbabwe","Male",2030,"80 to 84",23686
"Zimbabwe","Male",2030,"85 to 89",8586
"Zimbabwe","Male",2030,"90 to 94",2080
"Zimbabwe","Male",2030,"95 plus",427
"Zimbabwe","Male",2031,"0 to 4",1247267
"Zimbabwe","Male",2031,"5 to 9",1179321
"Zimbabwe","Male",2031,"10 to 14",1133762
"Zimbabwe","Male",2031,"15 to 19",1101998
"Zimbabwe","Male",2031,"20 to 24",963798
"Zimbabwe","Male",2031,"25 to 29",830409
"Zimbabwe","Male",2031,"30 to 34",695486
"Zimbabwe","Male",2031,"35 to 39",504272
"Zimbabwe","Male",2031,"40 to 44",406983
"Zimbabwe","Male",2031,"45 to 49",407752
"Zimbabwe","Male",2031,"50 to 54",304367
"Zimbabwe","Male",2031,"55 to 59",206171
"Zimbabwe","Male",2031,"60 to 64",126095
"Zimbabwe","Male",2031,"65 to 69",81539
"Zimbabwe","Male",2031,"70 to 74",61853
"Zimbabwe","Male",2031,"75 to 79",47159
"Zimbabwe","Male",2031,"80 to 84",25084
"Zimbabwe","Male",2031,"85 to 89",9012
"Zimbabwe","Male",2031,"90 to 94",2197
"Zimbabwe","Male",2031,"95 plus",425
"Zimbabwe","Male",2032,"0 to 4",1260103
"Zimbabwe","Male",2032,"5 to 9",1187767
"Zimbabwe","Male",2032,"10 to 14",1142650
"Zimbabwe","Male",2032,"15 to 19",1104348
"Zimbabwe","Male",2032,"20 to 24",1003192
"Zimbabwe","Male",2032,"25 to 29",839563
"Zimbabwe","Male",2032,"30 to 34",729447
"Zimbabwe","Male",2032,"35 to 39",531271
"Zimbabwe","Male",2032,"40 to 44",411218
"Zimbabwe","Male",2032,"45 to 49",403877
"Zimbabwe","Male",2032,"50 to 54",324120
"Zimbabwe","Male",2032,"55 to 59",220289
"Zimbabwe","Male",2032,"60 to 64",134251
"Zimbabwe","Male",2032,"65 to 69",84485
"Zimbabwe","Male",2032,"70 to 74",60938
"Zimbabwe","Male",2032,"75 to 79",46456
"Zimbabwe","Male",2032,"80 to 84",26325
"Zimbabwe","Male",2032,"85 to 89",9377
"Zimbabwe","Male",2032,"90 to 94",2317
"Zimbabwe","Male",2032,"95 plus",427
"Zimbabwe","Male",2033,"0 to 4",1273130
"Zimbabwe","Male",2033,"5 to 9",1196907
"Zimbabwe","Male",2033,"10 to 14",1150891
"Zimbabwe","Male",2033,"15 to 19",1106005
"Zimbabwe","Male",2033,"20 to 24",1037958
"Zimbabwe","Male",2033,"25 to 29",853332
"Zimbabwe","Male",2033,"30 to 34",757851
"Zimbabwe","Male",2033,"35 to 39",560824
"Zimbabwe","Male",2033,"40 to 44",421505
"Zimbabwe","Male",2033,"45 to 49",397334
"Zimbabwe","Male",2033,"50 to 54",343945
"Zimbabwe","Male",2033,"55 to 59",233150
"Zimbabwe","Male",2033,"60 to 64",143818
"Zimbabwe","Male",2033,"65 to 69",88292
"Zimbabwe","Male",2033,"70 to 74",60417
"Zimbabwe","Male",2033,"75 to 79",45570
"Zimbabwe","Male",2033,"80 to 84",27445
"Zimbabwe","Male",2033,"85 to 89",9601
"Zimbabwe","Male",2033,"90 to 94",2451
"Zimbabwe","Male",2033,"95 plus",433
"Zimbabwe","Male",2034,"0 to 4",1286018
"Zimbabwe","Male",2034,"5 to 9",1206766
"Zimbabwe","Male",2034,"10 to 14",1158311
"Zimbabwe","Male",2034,"15 to 19",1109345
"Zimbabwe","Male",2034,"20 to 24",1063382
"Zimbabwe","Male",2034,"25 to 29",874943
"Zimbabwe","Male",2034,"30 to 34",779816
"Zimbabwe","Male",2034,"35 to 39",594423
"Zimbabwe","Male",2034,"40 to 44",437123
"Zimbabwe","Male",2034,"45 to 49",389440
"Zimbabwe","Male",2034,"50 to 54",361940
"Zimbabwe","Male",2034,"55 to 59",244681
"Zimbabwe","Male",2034,"60 to 64",154767
"Zimbabwe","Male",2034,"65 to 69",92867
"Zimbabwe","Male",2034,"70 to 74",60442
"Zimbabwe","Male",2034,"75 to 79",44597
"Zimbabwe","Male",2034,"80 to 84",28045
"Zimbabwe","Male",2034,"85 to 89",10054
"Zimbabwe","Male",2034,"90 to 94",2592
"Zimbabwe","Male",2034,"95 plus",448
"Zimbabwe","Male",2035,"0 to 4",1298211
"Zimbabwe","Male",2035,"5 to 9",1218022
"Zimbabwe","Male",2035,"10 to 14",1165165
"Zimbabwe","Male",2035,"15 to 19",1115909
"Zimbabwe","Male",2035,"20 to 24",1077847
"Zimbabwe","Male",2035,"25 to 29",904691
"Zimbabwe","Male",2035,"30 to 34",795400
"Zimbabwe","Male",2035,"35 to 39",631644
"Zimbabwe","Male",2035,"40 to 44",456429
"Zimbabwe","Male",2035,"45 to 49",383337
"Zimbabwe","Male",2035,"50 to 54",373374
"Zimbabwe","Male",2035,"55 to 59",257676
"Zimbabwe","Male",2035,"60 to 64",166799
"Zimbabwe","Male",2035,"65 to 69",98090
"Zimbabwe","Male",2035,"70 to 74",61209
"Zimbabwe","Male",2035,"75 to 79",43654
"Zimbabwe","Male",2035,"80 to 84",28038
"Zimbabwe","Male",2035,"85 to 89",10796
"Zimbabwe","Male",2035,"90 to 94",2732
"Zimbabwe","Male",2035,"95 plus",469
"Zimbabwe","Male",2036,"0 to 4",1308968
"Zimbabwe","Male",2036,"5 to 9",1230382
"Zimbabwe","Male",2036,"10 to 14",1172443
"Zimbabwe","Male",2036,"15 to 19",1124491
"Zimbabwe","Male",2036,"20 to 24",1084404
"Zimbabwe","Male",2036,"25 to 29",941414
"Zimbabwe","Male",2036,"30 to 34",805526
"Zimbabwe","Male",2036,"35 to 39",668783
"Zimbabwe","Male",2036,"40 to 44",479265
"Zimbabwe","Male",2036,"45 to 49",381647
"Zimbabwe","Male",2036,"50 to 54",375671
"Zimbabwe","Male",2036,"55 to 59",274241
"Zimbabwe","Male",2036,"60 to 64",179454
"Zimbabwe","Male",2036,"65 to 69",104003
"Zimbabwe","Male",2036,"70 to 74",62810
"Zimbabwe","Male",2036,"75 to 79",42855
"Zimbabwe","Male",2036,"80 to 84",27793
"Zimbabwe","Male",2036,"85 to 89",11454
"Zimbabwe","Male",2036,"90 to 94",2868
"Zimbabwe","Male",2036,"95 plus",492
"Zimbabwe","Male",2037,"0 to 4",1318011
"Zimbabwe","Male",2037,"5 to 9",1243131
"Zimbabwe","Male",2037,"10 to 14",1180881
"Zimbabwe","Male",2037,"15 to 19",1133386
"Zimbabwe","Male",2037,"20 to 24",1086852
"Zimbabwe","Male",2037,"25 to 29",980278
"Zimbabwe","Male",2037,"30 to 34",814705
"Zimbabwe","Male",2037,"35 to 39",701841
"Zimbabwe","Male",2037,"40 to 44",505303
"Zimbabwe","Male",2037,"45 to 49",385909
"Zimbabwe","Male",2037,"50 to 54",372303
"Zimbabwe","Male",2037,"55 to 59",292322
"Zimbabwe","Male",2037,"60 to 64",191895
"Zimbabwe","Male",2037,"65 to 69",110862
"Zimbabwe","Male",2037,"70 to 74",65172
"Zimbabwe","Male",2037,"75 to 79",42268
"Zimbabwe","Male",2037,"80 to 84",27384
"Zimbabwe","Male",2037,"85 to 89",12014
"Zimbabwe","Male",2037,"90 to 94",2980
"Zimbabwe","Male",2037,"95 plus",518
"Zimbabwe","Male",2038,"0 to 4",1325383
"Zimbabwe","Male",2038,"5 to 9",1256075
"Zimbabwe","Male",2038,"10 to 14",1190010
"Zimbabwe","Male",2038,"15 to 19",1141637
"Zimbabwe","Male",2038,"20 to 24",1088628
"Zimbabwe","Male",2038,"25 to 29",1014597
"Zimbabwe","Male",2038,"30 to 34",828405
"Zimbabwe","Male",2038,"35 to 39",729548
"Zimbabwe","Male",2038,"40 to 44",533816
"Zimbabwe","Male",2038,"45 to 49",395887
"Zimbabwe","Male",2038,"50 to 54",366499
"Zimbabwe","Male",2038,"55 to 59",310443
"Zimbabwe","Male",2038,"60 to 64",203242
"Zimbabwe","Male",2038,"65 to 69",118903
"Zimbabwe","Male",2038,"70 to 74",68195
"Zimbabwe","Male",2038,"75 to 79",41958
"Zimbabwe","Male",2038,"80 to 84",26872
"Zimbabwe","Male",2038,"85 to 89",12486
"Zimbabwe","Male",2038,"90 to 94",3043
"Zimbabwe","Male",2038,"95 plus",545
"Zimbabwe","Male",2039,"0 to 4",1331460
"Zimbabwe","Male",2039,"5 to 9",1268897
"Zimbabwe","Male",2039,"10 to 14",1199856
"Zimbabwe","Male",2039,"15 to 19",1149074
"Zimbabwe","Male",2039,"20 to 24",1092072
"Zimbabwe","Male",2039,"25 to 29",1039754
"Zimbabwe","Male",2039,"30 to 34",849782
"Zimbabwe","Male",2039,"35 to 39",751059
"Zimbabwe","Male",2039,"40 to 44",566226
"Zimbabwe","Male",2039,"45 to 49",410884
"Zimbabwe","Male",2039,"50 to 54",359457
"Zimbabwe","Male",2039,"55 to 59",326870
"Zimbabwe","Male",2039,"60 to 64",213441
"Zimbabwe","Male",2039,"65 to 69",128101
"Zimbabwe","Male",2039,"70 to 74",71808
"Zimbabwe","Male",2039,"75 to 79",42032
"Zimbabwe","Male",2039,"80 to 84",26314
"Zimbabwe","Male",2039,"85 to 89",12727
"Zimbabwe","Male",2039,"90 to 94",3195
"Zimbabwe","Male",2039,"95 plus",575
"Zimbabwe","Male",2040,"0 to 4",1336390
"Zimbabwe","Male",2040,"5 to 9",1281040
"Zimbabwe","Male",2040,"10 to 14",1211090
"Zimbabwe","Male",2040,"15 to 19",1155952
"Zimbabwe","Male",2040,"20 to 24",1098697
"Zimbabwe","Male",2040,"25 to 29",1054151
"Zimbabwe","Male",2040,"30 to 34",879112
"Zimbabwe","Male",2040,"35 to 39",766424
"Zimbabwe","Male",2040,"40 to 44",602112
"Zimbabwe","Male",2040,"45 to 49",429350
"Zimbabwe","Male",2040,"50 to 54",354071
"Zimbabwe","Male",2040,"55 to 59",337351
"Zimbabwe","Male",2040,"60 to 64",224986
"Zimbabwe","Male",2040,"65 to 69",138203
"Zimbabwe","Male",2040,"70 to 74",75930
"Zimbabwe","Male",2040,"75 to 79",42632
"Zimbabwe","Male",2040,"80 to 84",25779
"Zimbabwe","Male",2040,"85 to 89",12718
"Zimbabwe","Male",2040,"90 to 94",3449
"Zimbabwe","Male",2040,"95 plus",605
"Zimbabwe","Male",2041,"0 to 4",1339914
"Zimbabwe","Male",2041,"5 to 9",1291760
"Zimbabwe","Male",2041,"10 to 14",1223423
"Zimbabwe","Male",2041,"15 to 19",1163247
"Zimbabwe","Male",2041,"20 to 24",1107303
"Zimbabwe","Male",2041,"25 to 29",1060785
"Zimbabwe","Male",2041,"30 to 34",915238
"Zimbabwe","Male",2041,"35 to 39",776516
"Zimbabwe","Male",2041,"40 to 44",637927
"Zimbabwe","Male",2041,"45 to 49",451154
"Zimbabwe","Male",2041,"50 to 54",352768
"Zimbabwe","Male",2041,"55 to 59",339587
"Zimbabwe","Male",2041,"60 to 64",239733
"Zimbabwe","Male",2041,"65 to 69",148825
"Zimbabwe","Male",2041,"70 to 74",80602
"Zimbabwe","Male",2041,"75 to 79",43819
"Zimbabwe","Male",2041,"80 to 84",25332
"Zimbabwe","Male",2041,"85 to 89",12602
"Zimbabwe","Male",2041,"90 to 94",3665
"Zimbabwe","Male",2041,"95 plus",634
